Authors,Title,year,month,Abstract,Keywords
"Fu Y,Wang X,Dong H,Jiang YG,Wang M,Xue X,Sigal L",Vocabulary-Informed Zero-Shot and Open-Set Learning,2020,December,"Despite significant progress in object categorization, in recent years, a number of important challenges remain, mainly, the ability to learn from limited labeled data and to recognize object classes within large, potentially open, set of labels. Zero-shot learning is one way of addressing these challenges, but it has only been shown to work with limited sized class vocabularies and typically requires separation between supervised and unsupervised classes, allowing former to inform the latter but not vice versa. We propose the notion of vocabulary-informed learning to alleviate the above mentioned challenges and address problems of supervised, zero-shot, generalized zero-shot and open set recognition using a unified framework. Specifically, we propose a weighted maximum margin framework for semantic manifold-based recognition that incorporates distance constraints from (both supervised and unsupervised) vocabulary atoms. Distance constraints ensure that labeled samples are projected closer to their correct prototypes, in the embedding space, than to others. We illustrate that resulting model shows improvements in supervised, zero-shot, generalized zero-shot, and large open set recognition, with up to 310K class vocabulary on Animal with Attributes and ImageNet datasets.","Semantics,Vocabulary,Training data,Prototypes,Image recognition,Visualization,Learning systems,Vocabulary-informed learning,generalized zero-shot learning,open-set recognition,zero-shot learning"
Dickinson S,State of the Journal,2019,January,Presents the current state of the journal and discusses future directions.,
"Wang Y,Tang YY,Li L,Chen H,Pan J","Atomic Representation-Based Classification: Theory, Algorithm, and Applications",2019,January,"Representation-based classification (RC) methods such as sparse RC (SRC) have attracted great interest in pattern recognition recently. Despite their empirical success, few theoretical results are reported to justify their effectiveness. In this paper, we establish the theoretical guarantees for a general unified framework termed as atomic representation-based classification (ARC), which includes most RC methods as special cases. We introduce a new condition called atomic classification condition (ACC), which reveals important geometric insights for the theory of ARC. We show that under such condition ARC is provably effective in correctly recognizing any new test sample, even corrupted with noise. Our theoretical analysis significantly broadens the range of conditions under which RC methods succeed for classification in the following two aspects: (1) prior theoretical advances of RC are mainly concerned with the single SRC method while our theory can apply to the general unified ARC framework, including SRC and many other RC methods, and (2) previous works are confined to the analysis of noiseless test data while we provide theoretical guarantees for ARC using both noiseless and noisy test data. Numerical results are provided to validate and complement our theoretical analysis of ARC and its important special cases for both noiseless and noisy test data.","Image classification,Image representation,Pattern recognition,Atomic representation,representation-based classification,atomic classification condition"
"Finlayson G,Gong H,Fisher RB",Color Homography: Theory and Applications,2019,January,"Images of co-planar points in 3-dimensional space taken from different camera positions are a homography apart. Homographies are at the heart of geometric methods in computer vision and are used in geometric camera calibration, 3D reconstruction, stereo vision and image mosaicking among other tasks. In this paper we show the surprising result that homographies are the apposite tool for relating image colors of the same scene when the capture conditions-illumination color, shading and device-change. Three applications of color homographies are investigated. First, we show that color calibration is correctly formulated as a homography problem. Second, we compare the chromaticity distributions of an image of colorful objects to a database of object chromaticity distributions using homography matching. In the color transfer problem, the colors in one image are mapped so that the resulting image color style matches that of a target image. We show that natural image color transfer can be re-interpreted as a color homography mapping. Experiments demonstrate that solving the color homography problem leads to more accurate calibration, improved color-based object recognition, and we present a new direction for developing natural color transfer algorithms.","Image color analysis,Lighting,Cameras,Computer vision,Object recognition,Calibration,Computational modeling,Color homography,illumination estimation,color correction,color indexing,color transfer"
"Kafai M,Eshghi K",CROification: Accurate Kernel Classification with the Efficiency of Sparse Linear SVM,2019,January,"Kernel methods have been shown to be effective for many machine learning tasks such as classification and regression. In particular, support vector machines with the Gaussian kernel have proved to be powerful classification tools. The standard way to apply kernel methods is to use the kernel trick, where the inner product of the vectors in the feature space is computed via the kernel function. Using the kernel trick for SVMs, however, leads to training that is quadratic in the number of input vectors and classification that is linear with the number of support vectors. We introduce a new kernel, the CRO (Concomitant Rank Order) kernel that approximates the Gaussian kernel on the unit sphere. We also introduce a randomized feature map, called the CRO feature map that produces sparse, high-dimensional feature vectors whose inner product asymptotically equals the CRO kernel. Using the Discrete Cosine Transform for computing the CRO feature map ensures that the cost of computing feature vectors is low, allowing us to compute the feature map explicitly. Combining the CRO feature map with linear SVM we introduce the CROification algorithm which gives us the efficiency of a sparse high-dimensional linear SVM with the accuracy of the Gaussian kernel SVM.","Kernel,Support vector machines,Training,Standards,Discrete cosine transforms,Approximation algorithms,Kernel method,SVM,concomitant rank order,classification,feature map"
"Yalniz IZ,Manmatha R",Dependence Models for Searching Text in Document Images,2019,January,"The main goal of existing word spotting approaches for searching document images has been the identification of visually similar word images in the absence of high quality text recognition output. Searching for a piece of arbitrary text is not possible unless the user identifies a sample word image from the document collection or generates the query word image synthetically. To address this problem, a Markov Random Field (MRF) framework is proposed for searching document images and shown to be effective for searching arbitrary text in real time for books printed in English (Latin script), Telugu and Ottoman scripts. The English experiments demonstrate that the dependencies between the visual terms and letter bigrams can be automatically learned using noisy OCR output. It is also shown that OCR text search accuracy can be significantly improved if it is combined with the proposed approach. No commercial OCR engine is available for Telugu or Ottoman script. In these cases the dependencies are trained using manually annotated document images. It is demonstrated that the trained model can be directly used to resolve arbitrary text queries across books despite font type and size differences. The proposed approach outperforms a state-of-the-art BLSTM baseline in these contexts.","Optical character recognition software,Visualization,Feature extraction,Text recognition,Noise measurement,Engines,Image resolution,Markov random fields,document image search,image retrieval,word spotting"
"Cigale B,Zazula D",Directional 3D Wavelet Transform Based on Gaussian Mixtures for the Analysis of 3D Ultrasound Ovarian Volumes,2019,January,"The success of in-vitro fertilization can be predicted by a correct quantitative and qualitative assessment of ovarian follicles. Several ovarian follicle detection and recognition algorithms have been published. Their effectiveness is inferior to human follicle annotations due to various kinds of noise, degradations, and artefacts in ultrasonic images. This paper deals with an approach to recognize antral follicles from 2 mm in diameter in 3D ultrasound data. Its detection phase looks for candidate follicular regions, while the recognition phase assesses the likelihood of a region to correspond to a follicle. Three innovative definitions underpin the detection: Laplacian-of-Gaussian-based directional 3D wavelet transform, adaptive multiscale search based on Gaussian mixtures, and recursive convexity-based region splitting. A likelihood index is also introduced to support follicle recognition. The proposed approach was tested on 30 ultrasound ovarian volumes generated by different sonographic machines in stimulated and non-stimulated examination cycles. The obtained follicle recognition rates exceed those of the best 3D approaches known by about 10 percent, while qualitative assessments yield comparable values.","Three-dimensional displays,Ultrasonic imaging,Two dimensional displays,Wavelet transforms,Manuals,Algorithm design and analysis,Adaptive ovarian follicle recognition,directional wavelet transform,Gaussian mixture model,recursive region splitting,3D ultrasonic imaging"
"Zhu X,Liu X,Lei Z,Li SZ",Face Alignment in Full Pose Range: A 3D Total Solution,2019,January,"Face alignment, which fits a face model to an image and extracts the semantic meanings of facial pixels, has been an important topic in the computer vision community. However, most algorithms are designed for faces in small to medium poses (yaw angle is smaller than 45 degree), which lack the ability to align faces in large poses up to 90 degree. The challenges are three-fold. First, the commonly used landmark face model assumes that all the landmarks are visible and is therefore not suitable for large poses. Second, the face appearance varies more drastically across large poses, from the frontal view to the profile view. Third, labelling landmarks in large poses is extremely challenging since the invisible landmarks have to be guessed. In this paper, we propose to tackle these three challenges in an new alignment framework termed 3D Dense Face Alignment (3DDFA), in which a dense 3D Morphable Model (3DMM) is fitted to the image via Cascaded Convolutional Neural Networks. We also utilize 3D information to synthesize face images in profile views to provide abundant samples for training. Experiments on the challenging AFLW database show that the proposed approach achieves significant improvements over the state-of-the-art methods.","Face,Shape,Three-dimensional displays,Two dimensional displays,Solid modeling,Training,Face alignment,3D morphable model,convolutional neural network,cascaded regression"
"Fouhey DF,Gupta A,Zisserman A",From Images to 3D Shape Attributes,2019,January,"Our goal in this paper is to investigate properties of 3D shape that can be determined from a single image. We define 3D shape attributes-generic properties of the shape that capture curvature, contact and occupied space. Our first objective is to infer these 3D shape attributes from a single image. A second objective is to infer a 3D shape embedding-a low dimensional vector representing the 3D shape. We study how the 3D shape attributes and embedding can be obtained from a single image by training a Convolutional Neural Network (CNN) for this task. We start with synthetic images so that the contribution of various cues and nuisance parameters can be controlled. We then turn to real images and introduce a large scale image dataset of sculptures containing 143K images covering 2197 works from 242 artists. For the CNN trained on the sculpture dataset we show the following: (i) which regions of the imaged sculpture are used by the CNN to infer the 3D shape attributes, (ii) that the shape embedding can be used to match previously unseen sculptures largely independent of viewpoint, and (iii) that the 3D attributes generalize to images of other (non-sculpture) object classes.","Shape,Three-dimensional displays,Computer vision,Measurement,Solid modeling,Training,3D understanding,shape perception,attributes,convolutional neural networks"
"Lee D,Yang MH,Oh S",Head and Body Orientation Estimation Using Convolutional Random Projection Forests,2019,January,"In this paper, we consider the problem of estimating the head pose and body orientation of a person from a low-resolution image. Under this setting, it is difficult to reliably extract facial features or detect body parts. We propose a convolutional random projection forest (CRPforest) algorithm for these tasks. A convolutional random projection network (CRPnet) is used at each node of the forest. It maps an input image to a high-dimensional feature space using a rich filter bank. The filter bank is designed to generate sparse responses so that they can be efficiently computed by compressive sensing. A sparse random projection matrix can capture most essential information contained in the filter bank without using all the filters in it. Therefore, the CRPnet is fast, e.g., it requires $0.04 \mathrmms$ to process an image of $50\times 50$ pixels, due to the small number of convolutions (e.g., 0.01 percent of a layer of a neural network) at the expense of less than 2 percent accuracy. The overall forest estimates head and body pose well on benchmark datasets, e.g., over 98 percent on the HIIT dataset, while requiring $3.8 \mathrmms$ without using a GPU. Extensive experiments on challenging datasets show that the proposed algorithm performs favorably against the state-of-the-art methods in low-resolution images with noise, occlusion, and motion blur.","Head,Magnetic heads,Estimation,Convolution,Feature extraction,Visualization,Algorithm design and analysis,Head pose estimation,body orientation estimation,random forests,convolutional neural network,compressive sensing"
"Ranjan R,Patel VM,Chellappa R","HyperFace: A Deep Multi-Task Learning Framework for Face Detection, Landmark Localization, Pose Estimation, and Gender Recognition",2019,January,"We present an algorithm for simultaneous face detection, landmarks localization, pose estimation and gender recognition using deep convolutional neural networks (CNN). The proposed method called, HyperFace, fuses the intermediate layers of a deep CNN using a separate CNN followed by a multi-task learning algorithm that operates on the fused features. It exploits the synergy among the tasks which boosts up their individual performances. Additionally, we propose two variants of HyperFace: (1) HyperFace-ResNet that builds on the ResNet-101 model and achieves significant improvement in performance, and (2) Fast-HyperFace that uses a high recall fast face detector for generating region proposals to improve the speed of the algorithm. Extensive experiments show that the proposed models are able to capture both global and local information in faces and performs significantly better than many competitive algorithms for each of these four tasks.","Face,Face detection,Pose estimation,Face recognition,Feature extraction,Face detection,landmarks localization,head pose estimation,gender recognition,deep convolutional neural networks,multi-task learning"
"Marin D,Tang M,Ayed IB,Boykov Y",Kernel Clustering: Density Biases and Solutions,2019,January,"Kernel methods are popular in clustering due to their generality and discriminating power. However, we show that many kernel clustering criteria have density biases theoretically explaining some practically significant artifacts empirically observed in the past. For example, we provide conditions and formally prove the density mode isolation bias in kernel K-means for a common class of kernels. We call it Breiman's bias due to its similarity to the histogram mode isolation previously discovered by Breiman in decision tree learning with Gini impurity. We also extend our analysis to other popular kernel clustering methods, e.g., average/normalized cut or dominant sets, where density biases can take different forms. For example, splitting isolated points by cut-based criteria is essentially the sparsest subset bias, which is the opposite of the density mode bias. Our findings suggest that a principled solution for density biases in kernel clustering should directly address data inhomogeneity. We show that density equalization can be implicitly achieved using either locally adaptive weights or locally adaptive kernels. Moreover, density equalization makes many popular kernel clustering objectives equivalent. Our synthetic and real data experiments illustrate density biases and proposed solutions. We anticipate that theoretical understanding of kernel clustering limitations and their principled solutions will be important for a broad spectrum of data analysis applications across the disciplines.","Kernel,Entropy,Standards,Bandwidth,Estimation,Histograms,Decision trees,Kernel methods,kernel clustering,kernel k-means,average association,average cut,normalized cut,dominant set"
"Zemene E,Tesfaye YT,Idrees H,Prati A,Pelillo M,Shah M",Large-Scale Image Geo-Localization Using Dominant Sets,2019,January,"This paper presents a new approach for the challenging problem of geo-localization using image matching in a structured database of city-wide reference images with known GPS coordinates. We cast the geo-localization as a clustering problem of local image features. Akin to existing approaches to the problem, our framework builds on low-level features which allow local matching between images. For each local feature in the query image, we find its approximate nearest neighbors in the reference set. Next, we cluster the features from reference images using Dominant Set clustering, which affords several advantages over existing approaches. First, it permits variable number of nodes in the cluster, which we use to dynamically select the number of nearest neighbors for each query feature based on its discrimination value. Second, this approach is several orders of magnitude faster than existing approaches. Thus, we obtain multiple clusters (different local maximizers) and obtain a robust final solution to the problem using multiple weak solutions through constrained Dominant Set clustering on global image features, where we enforce the constraint that the query image must be included in the cluster. This second level of clustering also bypasses heuristic approaches to voting and selecting the reference image that matches to the query. We evaluate the proposed framework on an existing dataset of 102k street view images as well as a new larger dataset of 300k images, and show that it outperforms the state-of-the-art by 20 and 7 percent, respectively, on the two datasets.","Visualization,Databases,Global Positioning System,Robustness,Flickr,Computer vision,Google,Geo-localization,dominant set clustering,multiple nearest neighbor feature matching,constrained dominant set"
"Zhang X,Sugano Y,Fritz M,Bulling A",MPIIGaze: Real-World Dataset and Deep Appearance-Based Gaze Estimation,2019,January,"Learning-based methods are believed to work well for unconstrained gaze estimation, i.e. gaze estimation from a monocular RGB camera without assumptions regarding user, environment, or camera. However, current gaze datasets were collected under laboratory conditions and methods were not evaluated across multiple datasets. Our work makes three contributions towards addressing these limitations. First, we present the MPIIGaze dataset, which contains 213,659 full face images and corresponding ground-truth gaze positions collected from 15 users during everyday laptop use over several months. An experience sampling approach ensured continuous gaze and head poses and realistic variation in eye appearance and illumination. To facilitate cross-dataset evaluations, 37,667 images were manually annotated with eye corners, mouth corners, and pupil centres. Second, we present an extensive evaluation of state-of-the-art gaze estimation methods on three current datasets, including MPIIGaze. We study key challenges including target gaze range, illumination conditions, and facial appearance variation. We show that image resolution and the use of both eyes affect gaze estimation performance, while head pose and pupil centre information are less informative. Finally, we propose GazeNet, the first deep appearance-based gaze estimation method. GazeNet improves on the state of the art by 22 percent (from a mean error of 13.9 degrees to 10.8 degrees) for the most challenging cross-dataset evaluation.","Estimation,Head,Lighting,Cameras,Magnetic heads,Three-dimensional displays,Data models,Unconstrained gaze estimation,cross-dataset evaluation,convolutional neural network,deep learning"
"Ghesu FC,Georgescu B,Zheng Y,Grbic S,Maier A,Hornegger J,Comaniciu D",Multi-Scale Deep Reinforcement Learning for Real-Time 3D-Landmark Detection in CT Scans,2019,January,"Robust and fast detection of anatomical structures is a prerequisite for both diagnostic and interventional medical image analysis. Current solutions for anatomy detection are typically based on machine learning techniques that exploit large annotated image databases in order to learn the appearance of the captured anatomy. These solutions are subject to several limitations, including the use of suboptimal feature engineering techniques and most importantly the use of computationally suboptimal search-schemes for anatomy detection. To address these issues, we propose a method that follows a new paradigm by reformulating the detection problem as a behavior learning task for an artificial agent. We couple the modeling of the anatomy appearance and the object search in a unified behavioral framework, using the capabilities of deep reinforcement learning and multi-scale image analysis. In other words, an artificial agent is trained not only to distinguish the target anatomical object from the rest of the body but also how to find the object by learning and following an optimal navigation path to the target object in the imaged volumetric space. We evaluated our approach on 1487 3D-CT volumes from 532 patients, totaling over 500,000 image slices and show that it significantly outperforms state-of-the-art solutions on detecting several anatomical structures with no failed cases from a clinical acceptance perspective, while also achieving a 20-30 percent higher detection accuracy. Most importantly, we improve the detection-speed of the reference methods by 2-3 orders of magnitude, achieving unmatched real-time performance on large 3D-CT scans.","Machine learning,Biomedical imaging,Search problems,Training,Three-dimensional displays,Real-time systems,Deep learning,deep reinforcement learning,medical image analysis,multi-scale,scale-space modeling,three-dimensional (3D) object detection,real-time detection,intelligent localization"
"Joo H,Simon T,Li X,Liu H,Tan L,Gui L,Banerjee S,Godisart T,Nabbe B,Matthews I,Kanade T,Nobuhara S,Sheikh Y",Panoptic Studio: A Massively Multiview System for Social Interaction Capture,2019,January,"We present an approach to capture the 3D motion of a group of people engaged in a social interaction. The core challenges in capturing social interactions are: (1) occlusion is functional and frequent, (2) subtle motion needs to be measured over a space large enough to host a social group, (3) human appearance and configuration variation is immense, and (4) attaching markers to the body may prime the nature of interactions. The Panoptic Studio is a system organized around the thesis that social interactions should be measured through the integration of perceptual analyses over a large variety of view points. We present a modularized system designed around this principle, consisting of integrated structural, hardware, and software innovations. The system takes, as input, 480 synchronized video streams of multiple people engaged in social activities, and produces, as output, the labeled time-varying 3D structure of anatomical landmarks on individuals in the space. Our algorithm is designed to fuse the “weak” perceptual processes in the large number of views by progressively generating skeletal proposals from low-level appearance cues, and a framework for temporal refinement is also presented by associating body parts to reconstructed dense 3D trajectory stream. Our system and method are the first in reconstructing full body motion of more than five people engaged in social interactions without using markers. We also empirically demonstrate the impact of the number of views in achieving this goal.","Streaming media,Image reconstruction,Image sequences,Image motion analysis,High definition video,Motion measurement,Human motion capture,social interaction capture,multiview system,markerless motion capture"
"Wang L,Mao Q",Probabilistic Dimensionality Reduction via Structure Learning,2019,January,"We propose an alternative probabilistic dimensionality reduction framework that can naturally integrate the generative model and the locality information of data. Based on this framework, we present a new model, which is able to learn a set of embedding points in a low-dimensional space by retaining the inherent structure from high-dimensional data. The objective function of this new model can be equivalently interpreted as two coupled learning problems, i.e., structure learning and the learning of projection matrix. Inspired by this interesting interpretation, we propose another model, which finds a set of embedding points that can directly form an explicit graph structure. We proved that the model by learning explicit graphs generalizes the reversed graph embedding method, but leads to a natural interpretation from Bayesian perspective. This can greatly facilitate data visualization and scientific discovery in downstream analysis. Extensive experiments are performed that demonstrate that the proposed framework is able to retain the inherent structure of datasets and achieve competitive quantitative results in terms of various performance evaluation criteria.","Data models,Probabilistic logic,Manifolds,Kernel,Principal component analysis,Data visualization,Nonlinear dimensionality reduction,structure learning,probabilistic models,latent variable model"
"Vaskevicius N,Birk A",Revisiting Superquadric Fitting: A Numerically Stable Formulation,2019,January,"Superquadric surfaces play an important role in many different research fields due to their ability to model a variety of shapes with a small number of parameters. One of their core applications is the estimation of object shape characteristics from a set of discrete samples from the surface of an object. However, the corresponding optimization problem is prone to numerical instabilities in some regions of the parameter space. To mitigate this problem, lower bound constraints to the shape parameters are applied during the optimization thus limiting the range of shapes which can be accurately represented by superquadrics. Therefore, the exact modeling of very common shapes like cuboids and cylinders is error-prone in practice. In this article we investigate this problem and provide a numerically stable formulation for the evaluation of the superquadric surface function and for its gradient. This new formulation enables numerically stable fitting of superquadrics in the previously constrained region, i.e., in its full range including cuboids and cylinders. In addition, the new formulation also leads to faster convergence speed. The theoretical contributions are substantiated by experiments on synthetic as well as real data.","Shape,Cost function,Surface fitting,Numerical models,Fitting,Robots,Superquadric fitting,optimization,numerical stability,object recognition"
Griffin LD,The Atlas Structure of Images,2019,January,"Many operations of vision require image regions to be isolated and inter-related. This is challenging when they are different in detail and extent. Practical methods of Computer Vision approach this through the tools of downsampling, pyramids, cropping and patches. In this paper we develop an ideal geometric structure for this, compatible with the existing scale space model of image measurement. Its elements are apertures which view the image like fuzzy-edged portholes of frosted glass. We establish containment and cause/effect relations between apertures, and show that these link them into cross-scale atlases. Atlases formed of Gaussian apertures are shown to be a continuous version of the image pyramid used in Computer Vision, and allow various types of image description to naturally be expressed within their framework. We show that views through Gaussian apertures are approximately equivalent to the jets of derivative of Gaussian filter responses that form part of standard Scale Space theory. This supports a view of the simple cells of mammalian V1 as implementing a system of local views of the retinal image of varying extent and resolution. As a worked example we develop a keypoint descriptor scheme that outperforms previous schemes that do not make use of learning.","Apertures,Computer vision,IP networks,Glass,Filtering theory,Kernel,Convolution,Image analysis,image representation,image resolution,Gaussian derivatives,filter steering,keypoints"
"Guan N,Liu T,Zhang Y,Tao D,Davis LS",Truncated Cauchy Non-Negative Matrix Factorization,2019,January,"Non-negative matrix factorization (NMF) minimizes the euclidean distance between the data matrix and its low rank approximation, and it fails when applied to corrupted data because the loss function is sensitive to outliers. In this paper, we propose a Truncated CauchyNMF loss that handle outliers by truncating large errors, and develop a Truncated CauchyNMF to robustly learn the subspace on noisy datasets contaminated by outliers. We theoretically analyze the robustness of Truncated CauchyNMF comparing with the competing models and theoretically prove that Truncated CauchyNMF has a generalization bound which converges at a rate of order $O(\sqrt\ln n/n)$ , where $n$ is the sample size. We evaluate Truncated CauchyNMF by image clustering on both simulated and real datasets. The experimental results on the datasets containing gross corruptions validate the effectiveness and robustness of Truncated CauchyNMF for learning robust subspaces.","Face,Robustness,Matrix decomposition,Linear programming,Programming,Sparse matrices,Analytical models,Non-negative matrix factorization,truncated cauchy loss,robust statistics,half-quadratic programming"
"Shi B,Mo Z,Wu Z,Duan D,Yeung SK,Tan P",A Benchmark Dataset and Evaluation for Non-Lambertian and Uncalibrated Photometric Stereo,2019,February,"Classic photometric stereo is often extended to deal with real-world materials and work with unknown lighting conditions for practicability. To quantitatively evaluate non-Lambertian and uncalibrated photometric stereo, a photometric stereo image dataset containing objects of various shapes with complex reflectance properties and high-quality ground truth normals is still missing. In this paper, we introduce the `DiLiGenT' dataset with calibrated Directional Lightings, objects of General reflectance with different shininess, and `ground Truth' normals from high-precision laser scanning. We use our dataset to quantitatively evaluate state-of-the-art photometric stereo methods for general materials and unknown lighting conditions, selected from a newly proposed photometric stereo taxonomy emphasizing non-Lambertian and uncalibrated methods. The dataset and evaluation results are made publicly available, and we hope it can serve as a benchmark platform that inspires future research.","Lighting,Taxonomy,Benchmark testing,Shape,Brain modeling,Cameras,Heuristic algorithms,Photometric stereo,benchmark,dataset,non-Lambertian,uncalibrated"
"Costilla-Reyes O,Vera-Rodriguez R,Scully P,Ozanyan KB",Analysis of Spatio-Temporal Representations for Robust Footstep Recognition with Deep Residual Neural Networks,2019,February,"Human footsteps can provide a unique behavioural pattern for robust biometric systems. We propose spatio-temporal footstep representations from floor-only sensor data in advanced computational models for automatic biometric verification. Our models deliver an artificial intelligence capable of effectively differentiating the fine-grained variability of footsteps between legitimate users (clients) and impostor users of the biometric system. The methodology is validated in the largest to date footstep database, containing nearly 20,000 footstep signals from more than 120 users. The database is organized by considering a large cohort of impostors and a small set of clients to verify the reliability of biometric systems. We provide experimental results in 3 critical data-driven security scenarios, according to the amount of footstep data made available for model training: at airports security checkpoints (smallest training set), workspace environments (medium training set) and home environments (largest training set). We report state-of-the-art footstep recognition rates with an optimal equal false acceptance and false rejection rate (equal error rate) of 0.7 percent an improvement ratio of 371 percent compared to previous state-of-the-art. We perform a feature analysis of deep residual neural networks showing effective clustering of client's footstep data and to provide insights of the feature learning process.","Biological system modeling,Hidden Markov models,Biometrics (access control),Databases,Data models,Sensor systems,Security,Biometric system,verification system,deep learning,footstep recognition,floor sensor system"
"Jeon HG,Park J,Choe G,Park J,Bok Y,Tai YW,Kweon IS",Depth from a Light Field Image with Learning-Based Matching Costs,2019,February,"One of the core applications of light field imaging is depth estimation. To acquire a depth map, existing approaches apply a single photo-consistency measure to an entire light field. However, this is not an optimal choice because of the non-uniform light field degradations produced by limitations in the hardware design. In this paper, we introduce a pipeline that automatically determines the best configuration for photo-consistency measure, which leads to the most reliable depth label from the light field. We analyzed the practical factors affecting degradation in lenslet light field cameras, and designed a learning based framework that can retrieve the best cost measure and optimal depth label. To enhance the reliability of our method, we augmented an existing light field benchmark to simulate realistic source dependent noise, aberrations, and vignetting artifacts. The augmented dataset was used for the training and validation of the proposed approach. Our method was competitive with several state-of-the-art methods for the benchmark and real-world light field datasets.","Cameras,Estimation,Degradation,Reliability,Training,Lenses,Computational photography,light field imaging,depth estimation,3D reconstruction,aberration correction"
"Gella S,Keller F,Lapata M",Disambiguating Visual Verbs,2019,February,"In this article, we introduce a new task, visual sense disambiguation for verbs: given an image and a verb, assign the correct sense of the verb, i.e., the one that describes the action depicted in the image. Just as textual word sense disambiguation is useful for a wide range of NLP tasks, visual sense disambiguation can be useful for multimodal tasks such as image retrieval, image description, and text illustration. We introduce a new dataset, which we call VerSe (short for Verb Sense) that augments existing multimodal datasets (COCO and TUHOI) with verb and sense labels. We explore supervised and unsupervised models for the sense disambiguation task using textual, visual, and multimodal embeddings. We also consider a scenario in which we must detect the verb depicted in an image prior to predicting its sense (i.e., there is no verbal information associated with the image). We find that textual embeddings perform well when gold-standard annotations (object labels and image descriptions) are available, while multimodal embeddings perform well on unannotated images. VerSe is publicly available at https://github.com/spandanagella/verse.","Visualization,Image recognition,Semantics,Natural language processing,Horses,Bicycles,Computer vision,distributed representations,natural language processing"
"Li C,Wei F,Dong W,Wang X,Liu Q,Zhang X",Dynamic Structure Embedded Online Multiple-Output Regression for Streaming Data,2019,February,"Online multiple-output regression is an important machine learning technique for modeling, predicting, and compressing multi-dimensional correlated data streams. In this paper, we propose a novel online multiple-output regression method, called MORES, for streaming data. MORES can dynamically learn the structure of the regression coefficients to facilitate the model's continuous refinement. Considering that limited expressive ability of regression models often leading to residual errors being dependent, MORES intends to dynamically learn and leverage the structure of the residual errors to improve the prediction accuracy. Moreover, we introduce three modified covariance matrices to extract necessary information from all the seen data for training, and set different weights on samples so as to track the data streams' evolving characteristics. Furthermore, an efficient algorithm is designed to optimize the proposed objective function, and an efficient online eigenvalue decomposition algorithm is developed for the modified covariance matrix. Finally, we analyze the convergence of MORES in certain ideal condition. Experiments on two synthetic datasets and three real-world datasets validate the effectiveness and efficiency of MORES. In addition, MORES can process at least 2,000 instances per second (including training and testing) on the three real-world datasets, more than 12 times faster than the state-of-the-art online learning algorithm.","Data models,Linear programming,Correlation,Current measurement,Prediction algorithms,Load modeling,Online multiple-output regression,dynamic relationship learning,forgetting factor,lossless compression"
"Durand T,Thome N,Cord M",Exploiting Negative Evidence for Deep Latent Structured Models,2019,February,"The abundance of image-level labels and the lack of large scale detailed annotations (e.g. bounding boxes, segmentation masks) promotes the development of weakly supervised learning (WSL) models. In this work, we propose a novel framework for WSL of deep convolutional neural networks dedicated to learn localized features from global image-level annotations. The core of the approach is a new latent structured output model equipped with a pooling function which explicitly models negative evidence, e.g. a cow detector should strongly penalize the prediction of the bedroom class. We show that our model can be trained end-to-end for different visual recognition tasks: multi-class and multi-label classification, and also structured average precision (AP) ranking. Extensive experiments highlight the relevance of the proposed method: our model outperforms state-of-the art results on six datasets. We also show that our framework can be used to improve the performance of state-of-the-art deep models for large scale image classification on ImageNet. Finally, we evaluate our model for weakly supervised tasks: in particular, a direct adaptation for weakly supervised segmentation provides a very competitive model.","Computational modeling,Predictive models,Training,Image segmentation,Semantics,Analytical models,Weakly supervised learning,convolutional networks,structured outputs,image classification,ranking,localization"
"Yuan G,Ghanem B",$\ell _0$TV: A Sparse Optimization Method for Impulse Noise Image Restoration,2019,February,"Total Variation (TV) is an effective and popular prior model in the field of regularization-based image processing. This paper focuses on total variation for removing impulse noise in image restoration. This type of noise frequently arises in data acquisition and transmission due to many reasons, e.g., a faulty sensor or analog-to-digital converter errors. Removing this noise is an important task in image restoration. State-of-the-art methods such as Adaptive Outlier Pursuit(AOP) [1] , which is based on TV with $\ell _02$-norm data fidelity, only give sub-optimal performance. In this paper, we propose a new sparse optimization method, called $\ell _0TV$-PADMM, which solves the TV-based restoration problem with $\ell _0$-norm data fidelity. To effectively deal with the resulting non-convex non-smooth optimization problem, we first reformulate it as an equivalent biconvex Mathematical Program with Equilibrium Constraints (MPEC), and then solve it using a proximal Alternating Direction Method of Multipliers (PADMM). Our $\ell _0TV$-PADMM method finds a desirable solution to the original $\ell _0$-norm optimization problem and is proven to be convergent under mild conditions. We apply $\ell _0TV$-PADMM to the problems of image denoising and deblurring in the presence of impulse noise. Our extensive experiments demonstrate that $\ell _0TV$-PADMM outperforms state-of-the-art image restoration methods.","TV,Image restoration,Data models,Optimization methods,Noise measurement,Image denoising,Total variation,image restoration,MPEC, $\ell _0$ norm optimization,proximal ADMM,impulse noise"
